ugc_code,university_name,university_type,city_guess,state,region,website,contact,email
784,Delhi Pharmaceutical Sciences & Research University,,B Road,Delhi,North,www.dpsru.edu.in,"011-29554327,29554649,29553771  ",communication@dpsru.edu.in
785,A.P.J. Abdul Kalam Technological University,,Campus Thiruvananthapuram,Kerala,South,,  ,
786,KLE Technological University,,Vidyanagar Hubballi,Karnataka,South,http://kletech.ac.in/,0836-2378102  ,info@kletech.ac.in
787,University of Horticultural Sciences,,Cross Bagalkot,Karnataka,South,,  ,
788,Gujarat University of Transplantation Sciences,,Asarwa Ahmedabad,Gujarat,West,http://www.guts.education/,+91 79 22682241  , info@guts.education
789,Institute of Infrastructure Technology Research and Management,,(East) Ahmedabad,Gujarat,West,http://iitram.ac.in, +91 079 29292910 / 20  ,office@iitram.ac.in
790,Maharaja Surajmal Brij University,,Campus Bharatpur,Rajasthan,North,http://www.brijuniversity.ac.in/,  ,
791,Maharishi Arvind University  Jaipur,,Area Jaipur,Rajasthan,North,,  ,
792,P.K. University,,#NAME?,Madhya Pradesh,Central,http://pkuniversity.edu.in/,  ,pkuniversityhr@gmail.com
793,RIMT University,,Mandi Gobindgarh,Punjab,North,http://www.rimt.ac.in/,"01765 523230  01265 523156,523157",info@rimt.ac.in
794,Maharashtra National Law University,,Deonar Mumbai,Maharashtra,West,http://www.nlumumbai.edu.in,022-2548 0042  ,nlumumbai@mnlumumbai.edu.in
795,Medi-Caps University,,Rau Indore,Madhya Pradesh,Central,http://www.medicaps-institute.ac.in/, 0731-4259500  2856294  ,info@medicaps-institute.ac.in
796,MIT Art Design and Technology University,,Kalbhor Pune,Maharashtra,West,http://www.mituniversity.edu.in,020- 26912901/02/03  ,enquiry@mituniversity.edu.in
797,Mandsaur University,,Sh-31 Mandsaur,Madhya Pradesh,Central,mandsauruniversity.edu.in,  ,
798,Dr. B. R. Ambedkar University of Social Sciences,,Nagar Mhow-453441,Madhya Pradesh,Central,https://brauss.in/,  ,
799,Central Institute of Buddhist Studies(CIBS),,Leh (,Ladakh,North,http://www.cibs.ac.in/,  ,
800,Brainware University,,4 Pgs.,West Bengal,East,http://brainwareuniversity.ac.in/,033-7144 5575  ,info@brainwareuniversity.ac.in
801,Maharaja Bir Bikram University,,Agartala,Tripura,Northeast,,  ,
802,PDM University,,Aurangabad Bahadurgarh,Haryana,North,,  ,
803,Dr. A.P.J Abdul Kalam University,,Indore,Madhya Pradesh,Central,www.aku.ac.in,0731-6502390  8718803404  ,registrar_office@aku.ac.in
804,Shri Vaishnav Vidyapeeth Vishwavidyalaya,,Road Indore,Madhya Pradesh,Central,http://www.svvv.edu.in,0731-2729071-75  ,vc@svvv.edu.in
805,Sandip University,,Mahiravani Nashik,Maharashtra,West,www.sandipuniversity.edu.in,02594-222541  ,info@sandipuniversity.edu.in
806,Sankalchand Patel University,,vidyadham Visnagar-384315,Gujarat,West,,  ,
807,Anant National University,,Road Ahmedabad,Gujarat,West,http://www.anu.edu.in,02717-718300  ,info@anu.edu.in
808,Bhupal Nobles University,,Circle Udaipur,Rajasthan,North,https://www.bnuniversity.ac.in,0294-2414497  ,registrar@bnuniversity.ac.in
809,Navsari Agriculture University,,Navsari,Gujarat,West,,  ,
810,Amity University,,Road Ranchi,Jharkhand,East,http://www.amity.edu/ranchi/,0651-6605200  7282077771/2/3/4,info@rnc.amity.edu
811,Pragyan International University,,P.O.-RMCH Ranchi,Jharkhand,East,,  ,
812,Malwanchal University,,Khundel District-Indore,Madhya Pradesh,Central,https://www.malwanchaluniversity.com,0731-4013656  ,info@malwanchaluniversity.com
813,AISECT University,,Hazaribag Hazaribagh,Jharkhand,East,http://www.aisectuniversityjharkhand.ac.in/,8252299990  8404884433,info@aisetuniversityjharkhand.ac.in
814,Bhakta Kavi Narsinh Mehta University,,Khadiya Junagadh,Gujarat,West,,  ,
815,Shri Govind Guru University,,Godhra,Gujarat,West,,  ,
816,Govind Guru Tribal University,,Campus Banswara,Rajasthan,North,,  ,
817,Marwadi University,,Highway Rajkot,Gujarat,West,,0281-2923112  ,info@marwadieducation.edu.in
818,Khallikote University,,-760001,,,,  ,
819,Siddharth University,,Siddharth Nagar,Uttar Pradesh,North,,  ,
820,The Sanskrit College and University,,Street Kolkata,West Bengal,East,,  ,
821,Era University,,Road Lucknow,Uttar Pradesh,North,http://www.erauniversity.in,0522-6600777  6656500  ,info@erauniversity.in
822,Gangadhar Meher University,,-768004,,,,  ,
823,Bennett University,,Greater Noida,Uttar Pradesh,North,www.bennett.edu.in,0120 7199300  ,info@bennett.edu.in
824,Sanskriti University,,Stone Mathura-,Delhi,North,http://www.sanskriti.edu.in/,7500183300,info@sanskriti.edu.in
825,Rama Devi Women's University,,Bhubaneswar,Odisha,East,,  ,
826,IIMT University,,Road Meerut,Uttar Pradesh,North,http://iimtu.com/,0121-2793500-506  ,mail@iimtu.com
827,Allahabad State University,,Lines Allahabad,Uttar Pradesh,North,,  ,
828,ISBM University,,Block Tehsil-Chhura,Chhattisgarh,Central,,  ,
829,G.H Raisoni University,,Borgaon Tah-Saunsar,Madhya Pradesh,Central,,  ,
830,Plastindia International University,,GIDC Vapi,Gujarat,West,http://www.plastindia.edu.in,022026832911-14  ,info@plastindia.edu.in
831,Jharkhand Raksha Shakti University,,Road Ranchi,Jharkhand,East,,  ,
832,International Institute of Information Technology (IIIT),,-751003,,,,  ,
833,Usha Martin University,,NH-75 Ranchi,Jharkhand,East,,  ,
834,Birla Global University,,-751029,,,http://www.bgu.ac.in,0674-71030001  0674-71030010,enquiry@bgu.ac.in
835,The Assam Royal Global University,,NH-37 Guwahati,Assam,Northeast,http://www.rgu.ac/,0361 2270100  0361 2270300,registraroffice@rgu.ac
836,Jharkhand Raksha Shakti University,,Road Ranchi,Jharkhand,East,,  ,
837,CT University,,Road Ludhiana,Punjab,North,http://www.ctuniversity.in,  ,
838,Symbiosis University of Applied Sciences (SUAS),,Corridor Indore,Madhya Pradesh,Central,,  ,
839,St. Joseph University,,Diphupar Dimapur,Nagaland,Northeast,www.stjosephuniv.edu.in ,03862-242069  ,info@stjosephuniv.edu.in
840,Harcourt Butler Technical University,,Kanpur,Uttar Pradesh,North,,  ,
841,Bareilly International University,,Road Bareilly,Uttar Pradesh,North,,  ,
842,Sai Tirupati University,,Girwa Udaipur,Rajasthan,North,,  ,
843,St. Xavier's University,,Town Kolkata,West Bengal,East,,  ,
844,Uttarakhand Aawasiya Viswavidyalaya,,Khatyadi Almora,Uttarakhand,North,www.uru.ac.in,05962 233145  ,
845,Starex University,,Bhorakalan Gurugram,Haryana,North,www.starexuniversity.com,0124-2379990/1/2/3  ,info@starexuniversity.com
846,Avantika University,,Village Ujjain,Madhya Pradesh,Central,http://www.avantikauniversity.edu.in/,0734-4296600  ,info@avantika.edu.in  adimission.edu.in
847,Karnataka State Rural Development and Panchayat Raj University,,Circle Gadag,Karnataka,South,www.ksrdpru.in,08372-230338  080-28015428  FAX: 08372-297343  080-28015429,registrarksrdpru@gmail.com
848,Garden City University,,Indiranagar Banglore,Karnataka,South,https://www.gardencity.university,9019921992   080-0 66487600,gcu@gardencity.university
849,"Maharashtra National Law University,",,Road Nagpur,Maharashtra,West,,  ,
850,Mody University of Science & Technology,,#NAME?,Rajasthan,North,,  ,
851,Mody University of Science & Technology,,#NAME?,Rajasthan,North,www.modyuniversity.ac.in,1573-225001-12  ,contact@modiuniversity.ac.in
852,Cluster University of Jammu,,Nagar Jammu,Jammu and Kashmir,North,,  ,
853,Karnavati University,,Uvarsad Ghandhinagar,Gujarat,West,http://www.karnavatiuniversity.com,079-23970000  ,info@karnavatiuniversity.com
854,Banda University of Agriculture & Technology,,Banda,Uttar Pradesh,North,,  ,
855,P. P. Savani University,,Ta.: Mangrol,Gujarat,West,,  ,
856,Dr. Vishwanath Karad MIT World Peace University,,Kothrud Pune,Maharashtra,West,,  ,
857,Himalayan Garhwal University,,Pauri Garhwal,Uttarakhand,North,,  ,
858,Himalayan Garhwal University,,Pauri Garhwal,Uttarakhand,North,www.hgu.in,8395874101/02  ,info@hgu.ac.in
859,Raiganj University,,P.O. Raiganj,West Bengal,East,http://raiganjuniversity.ac.in/,  ,
860,Vishwakarma University,,Budruk Pune,Maharashtra,West,https://www.vupune.ac.in/,Dr Bipin Sule--9822225577  ,bipin.sule@vit.edu  bipin.sule@vupune.ac.in  bipinsule@gmail.com
861,Symbiosis Skills and Open University,,Havely Pune,Maharashtra,West,http://www.ssou.ac.in/,020-67187768  ,
862,University of Technology,,Tehsil-Sanganer Jaipur,Rajasthan,North,https://www.uot.edu.in,8385012345  9829209000,info@uot.edu.in
863,Sri Guru Ram Das University of Health Sciences,,Sri Amritsar,Punjab,North,,  ,
864,Uttar Pradesh University of Medical Sciences,,Saifai Etawah,Uttar Pradesh,North,,  ,
865,JSS Science & Technology University,,Campus Mysuru,Karnataka,South,,  ,
866,Sandip University,,#NAME?,Bihar,East,,  ,
867,Maharashtra National Law University,,Padampura Aurangabad,Maharashtra,West,,  ,
868,Bhartiya Skill Development University,,Road Jaipur,Rajasthan,North,www.ruj-bsdu.in,0141-6655440/41  ,contact@ruj-bsdu.in
869,K K University,,Berauti Nepura,Bihar,East,,  ,
870,Manipur Technical University,,Takyelpat Imphal,Manipur,Northeast,,  ,
871,Jananayak Chandrashekhar University,,Ballia,Uttar Pradesh,North,,  ,
872,Shri Guru Ram Rai University,,Nagar Dehradun,Uttarakhand,North,,  ,
873,Sarla Birla University,,Highway Ranchi,Jharkhand,East,,  ,
874,Bengaluru North University,,Tamaka Kolar,Karnataka,South,,  ,
875,Swarnim Startup & Innovation University,,Road Gandhinagar,Gujarat,West,,  ,
876,Sanjay Ghodawat University,,A/P-Atigre Tal-Hatkanangale,Maharashtra,West,http://www.sanjayghodawatuniversity.ac.in/,0230-2463774  0230-2463761,info@sanjayghodawatuniversity.ac.in
877,Bengaluru Central University,,Veedhi Bengaluru,Karnataka,South,,  ,
878,Sharnbasva University,,Kalaburgi (Gulbarga),Karnataka,South,,  ,
879,Haryana Vishwakarma Skill University,,Sector-18 Gurugram,Haryana,North,,  ,
880,Bhagwant Global University,,Pauri Garhwal,Uttarakhand,North,,  ,
881,University of Agricultural Sciences,,Road Raichur,Karnataka,South,,  ,
882,Odisha State Open University,,-768004,,,,  ,
883,YBN University,,Colony Ranchi,Jharkhand,East,,  ,
884,Arka Jain University,,Opp. To,Kerala,South,,  ,
885,Manipur University of Culture,,Imphal East,Manipur,Northeast,,  ,
886,The Global University,,Hollongi Itanagar,Arunachal Pradesh,Northeast,,  ,
887,Indrashil University,,Kadi Mehsana,Gujarat,West,http://indrashiluniversity.edu.in/,02764-278813/5  ,info@indrashiluniversity.edu.in
888,Chinmaya Vishwavidyapeeth,,Veliyanad Ernakulum,Kerala,South,www.chinmayauniversity.ac.in,  ,
889,Kamdhenu University,,Level Gandhinagar,Gujarat,West,,  ,
890,Ras Bihari Bose Subharti university,,Nagar Dehradun,Uttarakhand,North,,  ,
891,International Institute of Information Technology,,Naya Raipur,Chhattisgarh,Central,,  ,
892,Quantum University,,(NH-73) Roorkee,Uttarakhand,North,http://quantumuniversity.edu.in/,0132-2781728  0135-2657979  ,info@quantumuniversity.edu.in
893,Rajasthan ILD Skills University (RISU),,Road Jaipur,Rajasthan,North,,  ,
894,VIT Bhopal University,,Sehore Bhopal,Madhya Pradesh,Central,,7560254500,admission@vitbhopal.ac.in  careers@vitbhopal.ac.in
895,Cluster University of Srinagar,,Srinagar Srinagar,Jammu and Kashmir,North,,  ,
896,Pandit S N Shukla University,,Shahdol,Madhya Pradesh,Central,,  ,
897,Kaloji Narayan Rao University of Health Sciences,,Warangal (U),Telangana,South,http://knruhs.in,  ,knruhswgl15@gmail.com
898,Sage University,,Rau Indore,Madhya Pradesh,Central,http://sageuniversity.in/,0731-2906986  ,registrar@sageuniversity.in
899,Sri P V Narsimha Rao Telangana Veterinary University,,Rajendranagar Hyderabad,Telangana,South,,  ,
900,Maharana Partap Horticultural University,,Karnal,Haryana,North,,  ,
901,SRM University,,Gantur District,Andhra Pradesh,South,,  ,
902,Centurion University of Technology and Management,,Mandal Visakhapatnam,Andhra Pradesh,South,http://cutmap.ac.in/ ,08933-220026   ,registrar@cutmap.ac.in
903,World University Of Design,,City Sonipat,Haryana,North,www.worlduniversityofdesign.ac.in,0130-2205711  ,info@wud.ac.in
904,Veer Surendra Sai Institute of Medical Science and Research,,-768017,,,,  ,
905,Sister Nivedita University,,Rajarhat Kolkata,West Bengal,East,,  ,
906,Amity University,,Road Patna,Bihar,East,,  ,
907,Sardar Krushinagar Dantiwada Agricultural University,,Sardar Krushinagar,Gujarat,West,,  ,
908,Himachal Pradesh National Law University,,Dhami Shimla,Himachal Pradesh,North,,  ,
909,Hemchand Yadav Vishwavidyalaya(Earlier known as Durg Vishwavidyalaya),,Naka Durg,Chhattisgarh,Central,http://www.durguniversity.ac.in,0788-2359100  2359200  0788-2359300  2359400,registrar@durguniversity.ac.in
910,Renaissance University,,Hospital Indore,Madhya Pradesh,Central,http://renaissance.ac.in/,0731-6684150  ,
911,Binod Bihari Mahto Koylanchal University,,Dhanbad,Jharkhand,East,,  ,
912,D Y Patil International University,,Akurdi Pune,Maharashtra,West,http://dypiu.ac.in,020-27653511  ,info@dypiu.ac.in
913,Dr C. V. Raman University,,Distt.- Vaishali,Bihar,East,,  ,
914,Dr Shyama Prasad Mukherjee University,,Ranchi,Jharkhand,East,,  ,
915,Dr. Shyama Prasad University,,Ranchi,Jharkhand,East,,  ,
916,Gokul Global University,,Patia Sidhpur,Gujarat,West,,  ,
917,Atmiya University,,Road Rajkot,Gujarat,West,,  ,
918,VIT-AP University,,Amaravati Guntur,Andhra Pradesh,South,http://vitap.ac.in/,0863- 2370 943  2370 921  2370 922  ,registrar@vitap.ac.in
919,Indian Association for the Cultivation of Science (IACS),,Jadavpur Kolkata,West Bengal,East,http://www.iacs.res.in/,033-24734971  ,"sspid@iasc.res.in,ictkp@iacs.res.in  pctc@iacs.res.in"
920,IILM University,,Sector-53 Gurugram,Haryana,North,https://www.iilm.edu/,"0124-2775618,2775656  2775655",iilmuniversity@iilm.edu
921,Madhyanchal Professional University,,Ratibad Bhopal,Madhya Pradesh,Central,https://www.mpu.ac.in,9425014623,vicechairman@patelcollege.com
922,Bhabha University,,Jatkhedi Bhopal,Madhya Pradesh,Central,,  ,
923,Munger University,,Munger,Bihar,East,,  ,
924,Purnea University,,Purnea,Bihar,East,,  ,
925,Indira Gandhi Delhi Technical University for Women,,Kashmere Gate,Delhi,North,,01123900220  011-23869497,
926,Shri Rawatpura Sarkar University,,Road Raipur,Chhattisgarh,Central,http://www.sruraipur.ac.in/,0771-2473300  0771- 2259520,info.srur@gmail.com
927,Gopal Narayan Singh University,,Jamuhar PO-Jamuhar,Bihar,East,,  ,
928,Shri Krishna University,,Road Chhatarpur,Madhya Pradesh,Central,,  ,
929,Patliputra University,,Terminal Patna,Bihar,East,,  ,
930,National Rail and Transportation Institute,,Vadodara Gujrat,Gujarat,West,,  ,
931,Dharmashastra National Law University,,Lines Jabalpur,Madhya Pradesh,Central,,  ,
932,Mansarovar Global University,,Block-Bilkisganj Sehore,Madhya Pradesh,Central,www.mguindia.com,-8989080718,info@mguindia.com
933,Sardar Patel University,,Dongariya Balaghat,Madhya Pradesh,Central,http://spubgt.ac.in/,7632292001,info@spubgt.ac.in
934,Dr C V Raman University,,Makhan Khandwa,Madhya Pradesh,Central,,073320-247700  ,
935,Al-Karim University,,Bagh Katihar,Bihar,East,,  ,
936,AAFT University of Media and Arts,,Vill-Maath Tehsil-Tilda,Chhattisgarh,Central,,  ,
937,Birsa Munda Tribal University,,Distt.- Narmada,Gujarat,West,,  ,
938,Netaji Subhas University,,Pahari PS-MGM,Jharkhand,East,,  ,
939,Adichunchanagiri University,,Tq- Nagamangala,Karnataka,South,,  ,
940,Chhatrapati Shivaji Maharaj University,,navi mumbai,Maharashtra,West,,  ,
941,Khaja Bandanawaz University,,Buzurg Kalaburagi,Karnataka,South,,8472271111  8472245555  236041  228540,kbnuniversity@gmail.com  contact@kbn.university
942,Dhanamanjuri University,,Imphal,Manipur,Northeast,,  ,
943,National Sports University,,,Manipur,Northeast,,  ,
944,Netaji Subhas University of Technology,,Sector-3 Dwarka,Delhi,North,https://www.nsut.ac.in,011-25099023  ,vco@nsut.ac.in
945,National Sports University,,,Manipur,Northeast,,  ,
946,Radha Govind University,,Ghati Ramgarh-,Jharkhand,East,,  ,
947,Krishnaguru Adhyatmik Visvavidyalaya,,Nasatra Barpeta,Assam,Northeast,http://kav.org.in/,"9854074869,8638689406  8638202055",office@kav.org.in
948,Capital University,,Road District-Koderma,Jharkhand,East,,  ,
949,Bihar Animal Sciences University,,,Bihar,East,,  ,
950,Apex university,,jaipur,Rajasthan,North,,  ,
951,Lords University,,Alwar-Tijara-,Delhi,North,,  ,
952,Shyam University,,Distt- Dausa,Rajasthan,North,https://shyamuniversity.in/,8890202999  8890205999  8890207999,info@shyamuniversity.in  shyamuniversity@gmail.com
953,KREA University,,Sri City,Andhra Pradesh,South,,  ,
954,Central Institute of Technology(CIT),,BTAD Kokrajhar,Assam,Northeast,,  ,
955,Saveetha Amaravati University,,Club Vijayawada,Andhra Pradesh,South,http://sauniv.in/,9363333434,registrar@saveethaamaravati.university
956,Sikkim State University,,Gangtok East,Sikkim,Northeast,,  ,
957,AIPH University,,-752101,,,http://aiph.ac.in/,"0674-2433556,9938213237  ",contact@aiph.ac.in
958,Shri Khushal Das University,,Jn. Pilibangan,Rajasthan,North,http://skduniversity.com/,8875132111  8875133111  ,skduniversity.edu@gmail.com
959,Gandhi Institute of Engineering & Technology University.,,Distt. Rayagada,Odisha,East,http://www.giet.edu,06857-250170  ,registrar@giet.edu
960,Sardar Bhagwan Singh University,,Balawala Dehradun,Uttarakhand,North,,  ,
961,Bikaner Technical University,,Road Bikaner,Rajasthan,North,,  ,
962,Maharishi Balmiki Sanskrit University,,Mundri Kaithal,Haryana,North,,  ,
963,Gurugram University,,Sector-51 Gurugram,Haryana,North,,  ,
964,Dr. Abdul Haq Urdu University,,Kurnool,Andhra Pradesh,South,,  ,
965,Manipur International University,,Road Imphal,Manipur,Northeast,,  ,
966,Ramchandra Chandravansi University,,Bishrampur Palamu,Jharkhand,East,,  ,
967,Mata Gujri University,,Roa Kishangunj,Bihar,East,,  ,
968,Om Sterling Global University,,NH-52 Hisar-,Chandigarh,North,https://www.osgu.ac.in/,"8,60,78,99,99,98,25,50,00,000",info@osgu.ac.in
969,Gujarat Maritime University,,Gandhinagar,Gujarat,West,,  ,
970,Bharatiya Engineering Science and Technology Innovation University,,Mandal Anantapur,Andhra Pradesh,South,,  ,
971,Jharkhand University of Technology,,Namkum Ranchi,Jharkhand,East,,  ,
972,Dr. B.R. Ambedkar National Law University,,Rai Sonipat,Haryana,North,,  ,
973,Ram Krishna Dharmath Foundation University,,Chouk Ranchi,Jharkhand,East,,  ,
974,Shri Dharmasthala Manjunatheshwara University,,Sattur Dharwad,Karnataka,South,,  ,
975,Dr. Ram Manohar Lohia Institute of Medical Sciences,,Nagar Lucknow,Uttar Pradesh,North,,  ,
